,location,total_sqft,bath,price,BHK
5276,Nagarbhavi,884.0,2.0,36.0,1
5277,Nagarbhavi,1055.0,2.0,55.0,2
5279,Nagarbhavi,1223.0,2.0,60.0,2
5280,Nagarbhavi,956.0,2.0,49.0,2
5282,Nagarbhavi,1200.0,2.0,150.0,2
5285,Nagarbhavi,1145.0,2.0,40.0,2
5286,Nagarbhavi,300.0,1.0,20.0,1
5287,Nagarbhavi,1250.0,3.0,175.0,4
5288,Nagarbhavi,710.0,2.0,40.0,1
5290,Nagarbhavi,1212.0,2.0,50.0,2
5291,Nagarbhavi,1020.0,2.0,55.0,2
5293,Nagarbhavi,1120.0,2.0,53.0,2
5295,Nagarbhavi,1146.0,2.0,50.0,2
5297,Nagarbhavi,1190.0,2.0,63.0,2
5299,Nagarbhavi,1050.0,2.0,80.0,2
5300,Nagarbhavi,2500.0,3.0,180.0,5
5302,Nagarbhavi,1250.0,3.0,170.0,2
5304,Nagarbhavi,1400.0,2.0,135.0,3
5306,Nagarbhavi,1100.0,2.0,46.2,2
5307,Nagarbhavi,1080.0,2.0,49.0,2
5308,Nagarbhavi,1800.0,3.0,180.0,4
5309,Nagarbhavi,1225.0,2.0,58.0,2
5310,Nagasandra,980.0,2.0,48.0,2
5311,Nagasandra,2400.0,4.0,145.0,4
5312,Nagasandra,7000.0,8.0,450.0,4
5313,Nagasandra,1650.0,3.0,95.0,3
5314,Nagasandra,1500.0,2.0,91.0,2
5315,Nagavara,400.0,1.0,14.0,1
5316,Nagavara,2172.65,3.0,120.0,4
5318,Nagavara,2319.0,3.0,180.0,3
5319,Nagavara,2430.0,4.0,180.0,3
5320,Nagavara,936.0,2.0,40.2,2
5321,Nagavara,1125.0,2.0,44.5,2
5322,Nagavara,1315.0,2.0,70.0,2
5323,Nagavara,1077.0,2.0,50.0,2
5324,Nagavara,2496.0,4.0,125.0,4
5325,Nagavara,1110.0,2.0,44.95,2
5326,Nagavara,1247.0,2.0,58.56,2
5327,Nagavarapalya,1392.0,2.0,99.0,2
5328,Nagavarapalya,705.0,1.0,52.5,1
5329,Nagavarapalya,1300.0,3.0,80.0,3
5330,Nagavarapalya,705.0,1.0,57.0,1
5331,Nagavarapalya,705.0,1.0,55.0,1
5332,Nagavarapalya,705.0,1.0,57.0,1
5333,Nagavarapalya,1335.0,2.0,110.0,2
5334,Nagavarapalya,1260.0,2.0,85.5,2
5335,Narayanapura,1308.0,2.0,89.04,2
5336,Narayanapura,1566.0,3.0,83.3,3
5337,Narayanapura,1485.0,3.0,85.0,3
5338,Narayanapura,1302.0,2.0,69.1,2
5339,Narayanapura,1308.0,2.0,89.04,2
5340,Narayanapura,2357.0,3.0,135.0,3
5341,Narayanapura,2357.0,3.0,135.0,3
5342,Narayanapura,1469.0,2.0,99.14,2
5343,Neeladri Nagar,1053.0,2.0,45.0,2
5344,Neeladri Nagar,1363.0,2.0,68.0,2
5345,Neeladri Nagar,2556.0,3.0,133.0,3
5346,Neeladri Nagar,674.0,1.0,21.0,1
5347,Neeladri Nagar,527.0,1.0,26.0,1
5348,Neeladri Nagar,1167.0,2.0,38.0,3
5349,Neeladri Nagar,1060.0,2.0,35.0,2
5350,Neeladri Nagar,640.0,1.0,20.5,1
5351,Neeladri Nagar,4000.0,12.0,160.0,10
5352,Neeladri Nagar,1105.0,2.0,30.0,2
5353,Neeladri Nagar,1100.0,2.0,30.0,2
5354,Neeladri Nagar,2111.0,3.0,103.0,3
5355,Nehru Nagar,1775.0,3.0,110.0,3
5356,Nehru Nagar,2363.0,5.0,120.0,4
5357,Nehru Nagar,2342.0,3.0,115.0,4
5358,Nehru Nagar,967.0,2.0,41.1,2
5359,Nehru Nagar,1374.0,3.0,72.0,3
5360,Nehru Nagar,1674.0,3.0,90.0,3
5361,Nehru Nagar,1269.0,2.0,63.0,3
5362,Nehru Nagar,1100.0,2.0,50.0,2
5363,Nehru Nagar,1674.0,3.0,81.0,3
5364,OMBR Layout,2420.0,3.0,185.0,3
5365,OMBR Layout,1078.0,2.0,65.0,2
5366,OMBR Layout,1101.0,2.0,65.5,2
5367,OMBR Layout,1041.0,2.0,65.5,2
5368,OMBR Layout,1300.0,2.0,80.0,2
5369,OMBR Layout,2400.0,5.0,275.0,5
5370,OMBR Layout,1085.0,2.0,64.0,2
5371,OMBR Layout,1855.0,3.0,145.0,3
5372,OMBR Layout,1050.0,2.0,48.0,2
5374,OMBR Layout,1165.0,2.0,88.5,2
5375,OMBR Layout,1101.0,2.0,66.0,2
5376,OMBR Layout,3400.0,4.0,275.0,4
5378,Old Airport Road,2732.0,4.0,204.0,4
5380,Old Airport Road,3356.0,4.0,251.0,4
5381,Old Airport Road,1206.0,2.0,75.0,2
5382,Old Airport Road,2774.0,4.0,207.0,4
5383,Old Airport Road,2690.0,4.0,191.0,4
5384,Old Airport Road,2690.0,4.0,199.0,4
5385,Old Airport Road,1655.0,2.0,97.65,2
5386,Old Airport Road,1075.0,2.0,60.0,2
5387,Old Airport Road,1858.0,2.0,167.0,3
5388,Old Airport Road,1150.0,2.0,90.0,2
5389,Old Airport Road,2690.0,4.0,191.0,4
5390,Old Airport Road,2658.0,5.0,187.0,4
5391,Old Airport Road,946.0,2.0,58.0,2
5392,Old Airport Road,2774.0,4.0,208.0,4
5393,Old Airport Road,2774.0,4.0,208.0,4
5394,Old Airport Road,3200.0,4.0,280.0,4
5395,Old Airport Road,2690.0,4.0,201.0,4
5396,Old Airport Road,1145.0,2.0,75.0,2
5397,Old Airport Road,2732.0,4.0,194.0,4
5398,Old Airport Road,2658.0,5.0,189.0,4
5399,Old Airport Road,2774.0,4.0,197.0,4
5400,Old Airport Road,3496.0,4.0,262.0,4
5401,Old Airport Road,2774.0,4.0,197.0,4
5402,Old Airport Road,2732.0,4.0,204.0,4
5403,Old Airport Road,1798.0,3.0,150.0,3
5404,Old Airport Road,2774.0,4.0,208.0,4
5405,Old Airport Road,1184.0,2.0,78.0,2
5406,Old Airport Road,3504.0,4.0,262.0,4
5407,Old Airport Road,1055.0,2.0,75.0,2
5408,Old Madras Road,1425.0,2.0,94.0,3
5409,Old Madras Road,3715.0,6.0,224.5,4
5412,Old Madras Road,935.0,2.0,45.0,2
5414,Old Madras Road,1720.0,3.0,100.0,3
5415,Old Madras Road,1200.0,2.0,72.0,2
5416,Old Madras Road,1225.0,2.0,53.55,2
5417,Old Madras Road,1100.0,2.0,70.0,2
5418,Old Madras Road,2760.0,5.0,157.0,3
5419,Old Madras Road,1171.0,2.0,75.0,2
5420,Old Madras Road,935.0,2.0,45.0,2
5421,Old Madras Road,4500.0,7.0,294.0,5
5423,Old Madras Road,1065.0,2.0,47.86,2
5424,Old Madras Road,2010.0,3.0,125.0,4
5426,Old Madras Road,1480.0,2.0,84.0,3
5427,Old Madras Road,2990.0,5.0,210.0,3
5428,Old Madras Road,1210.0,2.0,74.0,2
5429,Old Madras Road,1171.0,2.0,72.0,2
5431,Old Madras Road,1480.0,3.0,95.0,3
5433,Old Madras Road,1210.0,2.0,80.0,2
5434,Old Madras Road,1859.0,3.0,121.0,3
5435,Old Madras Road,2990.0,5.0,173.0,3
5438,Old Madras Road,2300.0,3.0,142.0,3
5440,Old Madras Road,1210.0,2.0,80.0,2
5441,Old Madras Road,1210.0,2.0,77.0,2
5442,Old Madras Road,5020.0,7.0,287.0,5
5444,Old Madras Road,1330.0,2.0,74.0,2
5445,Old Madras Road,1720.0,3.0,106.0,3
5446,Old Madras Road,2640.0,5.0,150.0,3
5447,Old Madras Road,2990.0,3.0,170.0,3
5449,Old Madras Road,1171.0,2.0,73.0,2
5450,Old Madras Road,1630.0,3.0,110.0,3
5451,Old Madras Road,1165.0,2.0,52.0,2
5452,Old Madras Road,2640.0,2.0,170.0,2
5453,Old Madras Road,1165.0,2.0,51.42,2
5454,Other,2770.0,4.0,290.0,3
5457,Other,600.0,1.0,38.0,1
5460,Other,1500.0,2.0,185.0,2
5461,Other,840.0,2.0,45.0,2
5462,Other,4395.0,3.0,240.0,3
5463,Other,845.0,2.0,55.0,2
5464,Other,2511.0,3.0,205.0,3
5465,Other,1660.0,2.0,105.0,3
5467,Other,1200.0,2.0,65.0,2
5468,Other,1200.0,3.0,90.0,3
5472,Other,782.0,2.0,55.68,2
5473,Other,1800.0,3.0,120.0,3
5474,Other,1413.0,2.0,75.0,3
5475,Other,945.0,2.0,54.0,2
5476,Other,1870.0,3.0,110.0,3
5477,Other,1260.0,2.0,85.05,3
5479,Other,2795.0,4.0,235.0,3
5481,Other,1904.0,3.0,150.0,3
5482,Other,2000.0,3.0,175.0,3
5485,Other,1500.0,3.0,100.0,3
5487,Other,1783.0,3.0,115.0,3
5488,Other,912.0,2.0,70.0,3
5491,Other,1580.0,3.0,100.0,3
5492,Other,1415.0,3.0,78.0,3
5494,Other,2405.0,4.0,260.0,3
5495,Other,1500.0,2.0,115.0,2
5500,Other,1060.0,2.0,60.0,2
5501,Other,2600.0,8.0,180.0,8
5503,Other,1285.0,2.0,72.5,2
5504,Other,4050.0,3.0,280.0,3
5507,Other,1280.0,2.0,69.0,2
5508,Other,3045.0,3.0,170.0,3
5511,Other,900.0,2.0,110.0,2
5516,Other,1560.0,3.0,115.0,3
5519,Other,1200.0,4.0,165.0,4
5521,Other,1645.0,3.0,95.0,3
5522,Other,1200.0,2.0,79.0,2
5524,Other,1350.0,2.0,140.0,3
5525,Other,1800.0,3.0,150.0,3
5527,Other,1762.0,3.0,125.0,3
5529,Other,1200.0,3.0,90.0,3
5530,Other,2023.71,3.0,275.0,3
5536,Other,2150.0,4.0,240.0,3
5539,Other,3309.0,4.0,325.0,4
5540,Other,5000.0,9.0,360.0,11
5542,Other,1150.0,2.0,126.0,2
5545,Other,1200.0,2.0,74.0,2
5548,Other,1753.0,3.0,120.0,3
5550,Other,720.0,2.0,45.0,2
5553,Other,1200.0,3.0,165.0,4
5554,Other,700.0,1.0,41.0,1
5556,Other,1595.0,3.0,115.0,3
5557,Other,1353.0,2.0,110.0,2
5558,Other,1200.0,2.0,85.0,1
5561,Other,1325.0,2.0,90.0,3
5564,Other,1056.0,2.0,80.0,2
5567,Other,1544.0,3.0,120.0,3
5568,Other,1200.0,2.0,65.0,2
5569,Other,540.0,1.0,36.0,1
5570,Other,1578.0,3.0,180.0,3
5572,Other,1600.0,2.0,115.0,2
5573,Other,416.0,1.0,18.5,1
5576,Other,834.0,1.0,60.0,1
5577,Other,1125.0,4.0,70.0,3
5578,Other,3000.0,5.0,260.0,4
5579,Other,2160.0,5.0,250.0,6
5581,Other,469.0,1.0,25.0,1
5586,Other,1630.0,2.0,200.0,2
5588,Other,1200.0,2.0,70.0,3
5589,Other,1350.0,3.0,77.0,3
5590,Other,4046.0,4.0,445.0,4
5591,Other,1180.0,2.0,78.34,3
5592,Other,1355.0,2.0,115.0,2
5593,Other,600.0,1.0,50.0,1
5594,Other,1875.0,3.0,165.0,3
5595,Other,600.0,2.0,55.0,2
5598,Other,1750.0,3.0,120.0,3
5601,Other,1092.0,2.0,98.5,3
5604,Other,1855.0,3.0,225.0,3
5608,Other,425.0,1.0,20.03,1
5610,Other,600.0,1.0,60.0,1
5611,Other,1468.0,2.0,140.0,2
5612,Other,4300.0,5.0,550.0,4
5614,Other,775.0,2.0,55.0,2
5616,Other,1000.0,2.0,93.0,1
5618,Other,1352.0,3.0,135.0,3
5620,Other,1200.0,3.0,95.0,4
5621,Other,1976.0,3.0,184.0,3
5622,Other,5500.0,4.0,600.0,4
5624,Other,1200.0,3.0,95.0,3
5627,Other,1180.0,2.0,69.0,2
5628,Other,686.0,1.0,17.0,1
5630,Other,1500.0,4.0,180.0,4
5632,Other,1282.0,2.0,87.0,2
5634,Other,1500.0,2.0,95.0,3
5635,Other,1300.0,1.0,115.0,2
5636,Other,530.0,1.0,20.0,1
5637,Other,1350.0,2.0,80.0,2
5639,Other,2400.0,6.0,125.0,8
5641,Other,1141.0,2.0,62.0,2
5644,Other,950.0,1.0,40.0,1
5651,Other,1480.0,3.0,90.0,3
5652,Other,1600.0,3.0,90.0,3
5653,Other,1200.0,4.0,135.0,4
5655,Other,1500.0,3.0,115.0,3
5656,Other,1824.0,3.0,125.0,3
5657,Other,750.0,1.0,56.25,1
5664,Other,6000.0,5.0,400.0,4
5665,Other,2400.0,3.0,170.0,3
5667,Other,1500.0,2.0,98.0,3
5668,Other,3095.0,3.0,350.0,3
5670,Other,1200.0,1.0,28.0,1
5671,Other,1500.0,3.0,100.0,3
5673,Other,1560.0,5.0,145.0,5
5675,Other,1560.0,3.0,188.0,3
5678,Other,485.0,1.0,15.0,1
5684,Other,1200.0,3.0,130.0,3
5685,Other,1050.0,2.0,67.0,2
5686,Other,1596.0,3.0,105.0,3
5690,Other,1200.0,3.0,85.0,3
5691,Other,1132.0,2.0,67.0,2
5693,Other,1515.0,3.0,88.0,3
5696,Other,1380.0,2.0,80.0,2
5699,Other,4346.0,5.0,500.0,4
5701,Other,2200.0,3.0,187.0,3
5702,Other,3329.0,3.0,330.0,3
5703,Other,3600.0,4.0,300.0,4
5704,Other,3500.0,3.0,450.0,4
5706,Other,1093.0,2.0,65.0,2
5708,Other,1535.0,3.0,95.0,3
5710,Other,1100.0,2.0,62.7,2
5713,Other,2197.0,4.0,280.0,3
5715,Other,1100.0,2.0,60.0,2
5716,Other,1600.0,3.0,172.0,4
5717,Other,1450.0,2.0,85.0,3
5718,Other,2000.0,3.0,166.0,4
5722,Other,1756.0,3.0,100.0,3
5723,Other,1532.0,3.0,92.0,3
5724,Other,1650.0,3.0,110.0,3
5725,Other,1200.0,2.0,66.0,2
5727,Other,1525.0,2.0,122.0,3
5731,Other,2400.0,3.0,200.0,4
5732,Other,1000.0,2.0,130.0,2
5734,Other,3040.0,1.0,180.0,2
5736,Other,1390.0,3.0,120.0,3
5738,Other,1135.0,2.0,68.0,2
5739,Other,900.0,2.0,55.0,2
5743,Other,2500.0,3.0,250.0,3
5747,Other,1269.72,2.0,68.0,2
5748,Other,1168.0,3.0,70.0,3
5750,Other,2100.0,4.0,155.0,4
5752,Other,1515.0,3.0,93.93,3
5757,Other,2700.0,4.0,214.0,6
5758,Other,2000.0,3.0,210.0,3
5759,Other,2400.0,4.0,300.0,5
5760,Other,1760.0,3.0,176.0,3
5761,Other,595.0,1.0,42.0,1
5766,Other,1170.0,2.0,86.0,2
5767,Other,2200.0,4.0,235.0,4
5768,Other,1500.0,3.0,95.0,3
5776,Other,1650.0,3.0,175.0,3
5778,Other,1670.0,3.0,91.86,3
5782,Other,1250.0,2.0,80.0,3
5783,Other,1650.0,4.0,160.0,3
5784,Other,800.0,2.0,50.0,2
5785,Other,1225.0,2.0,150.0,2
5787,Other,3675.0,4.0,367.0,4
5788,Other,1200.0,2.0,150.0,2
5791,Other,1350.0,2.0,80.0,2
5793,Other,1614.0,3.0,110.0,3
5794,Other,1188.0,2.0,73.0,2
5795,Other,1480.0,3.0,90.0,3
5796,Other,680.0,2.0,42.0,2
5799,Other,955.0,2.0,53.55,2
5801,Other,2479.13,3.0,215.0,3
5802,Other,1100.0,2.0,106.0,2
5805,Other,1925.0,3.0,120.0,3
5806,Other,650.0,1.0,26.0,1
5808,Other,2000.0,3.0,207.0,3
5809,Other,1050.0,2.0,110.0,2
5811,Other,2204.0,2.0,305.0,3
5817,Other,1685.0,2.0,110.0,3
5819,Other,1550.0,3.0,110.0,3
5820,Other,500.0,1.0,20.0,1
5822,Other,3155.0,4.0,370.0,3
5823,Other,1765.0,3.0,105.0,3
5824,Other,1265.0,2.0,70.0,2
5825,Other,1012.0,2.0,59.0,2
5826,Other,2045.0,4.0,154.0,3
5828,Other,2400.0,4.0,280.0,6
5829,Other,581.91,2.0,25.0,1
5830,Other,1158.0,2.0,85.0,3
5831,Other,925.0,2.0,51.0,2
5832,Other,1415.0,2.0,110.0,2
5835,Other,4750.0,5.0,600.0,4
5836,Other,1840.0,3.0,155.0,3
5837,Other,1350.0,2.0,185.0,2
5838,Other,824.0,2.0,60.0,2
5839,Other,1340.0,2.0,100.0,3
5840,Other,1620.0,2.0,110.0,3
5841,Other,1533.0,3.0,115.0,3
5842,Other,1560.0,3.0,85.0,3
5844,Other,750.0,1.0,25.0,1
5845,Other,1375.0,2.0,85.0,3
5852,Other,1500.0,3.0,88.0,3
5854,Other,1140.0,2.0,76.0,2
5855,Other,1198.0,2.0,84.0,2
5856,Other,4000.0,4.0,520.0,4
5858,Other,1370.0,2.0,75.0,2
5862,Other,1000.0,1.0,55.0,2
5863,Other,1200.0,2.0,125.0,2
5867,Other,1050.0,1.0,70.0,1
5868,Other,1200.0,2.0,80.0,3
5876,Other,400.0,1.0,14.0,1
5878,Other,1575.0,4.0,150.0,5
5880,Other,4800.0,5.0,629.0,4
5881,Other,1200.0,2.0,70.0,2
5883,Other,1100.0,2.0,60.0,2
5885,Other,1300.0,2.0,79.0,2
5887,Other,3500.0,4.0,350.0,4
5889,Other,1000.0,2.0,110.0,3
5896,Other,2400.0,3.0,260.0,3
5897,Other,1533.0,3.0,85.0,3
5900,Other,1452.55,2.0,110.0,2
5901,Other,2357.0,3.0,151.0,3
5902,Other,1170.0,2.0,105.0,2
5903,Other,1411.0,3.0,91.72,3
5905,Other,3095.0,3.0,375.0,3
5907,Other,1100.0,3.0,78.0,3
5909,Other,3600.0,4.0,365.0,4
5912,Other,1945.0,3.0,120.0,3
5914,Other,1650.0,3.0,165.0,3
5915,Other,1550.0,2.0,150.0,3
5917,Other,1150.0,2.0,75.0,3
5918,Other,1200.0,3.0,74.0,3
5919,Other,1229.0,3.0,86.03,3
5920,Other,1030.0,2.0,61.0,2
5921,Other,600.0,1.0,32.0,1
5922,Other,1165.0,2.0,135.0,2
5925,Other,3000.0,4.0,240.0,4
5927,Other,1315.0,2.0,90.0,2
5928,Other,1210.0,2.0,72.0,2
5929,Other,11338.0,9.0,1000.0,6
5931,Other,30000.0,4.0,2100.0,4
5933,Other,1170.0,2.0,68.0,2
5934,Other,1600.0,2.0,110.0,2
5936,Other,1370.0,2.0,75.0,3
5938,Other,1980.0,3.0,224.0,3
5940,Other,1700.0,3.0,97.0,3
5941,Other,1900.0,3.0,160.0,3
5943,Other,1100.0,2.0,75.0,2
5944,Other,1929.0,3.0,115.0,3
5945,Other,3161.0,4.0,214.0,4
5947,Other,3515.0,3.0,420.0,3
5949,Other,1100.0,2.0,70.0,2
5953,Other,700.0,1.0,41.0,1
5958,Other,3000.0,3.0,250.0,3
5959,Other,1100.0,2.0,61.0,2
5960,Other,1260.0,1.0,41.0,1
5961,Other,1500.0,1.0,37.5,1
5962,Other,600.0,1.0,17.0,1
5964,Other,1165.0,2.0,75.0,2
5965,Other,1272.0,4.0,75.0,3
5967,Other,1600.0,5.0,140.0,5
5969,Other,1000.0,2.0,65.0,3
5971,Other,2400.0,4.0,325.0,3
5973,Other,1463.0,1.0,142.0,2
5975,Other,2401.0,3.0,185.0,3
5976,Other,1875.0,2.0,235.0,3
5978,Other,890.0,1.0,75.0,1
5981,Other,2400.0,3.0,290.0,3
5983,Other,1690.0,3.0,100.0,3
5986,Other,1350.0,2.0,90.0,2
5987,Other,1460.0,3.0,88.0,3
5988,Other,1685.0,3.0,95.0,3
5989,Other,800.0,1.0,52.0,1
5990,Other,4000.0,5.0,280.0,4
5992,Other,792.0,2.0,70.0,2
5995,Other,2400.0,5.0,235.0,5
5998,Other,461.82,1.0,31.7,1
5999,Other,1500.0,2.0,85.0,3
6002,Other,1260.0,2.0,75.0,2
6004,Other,12000.0,12.0,525.0,10
6006,Other,2820.0,3.0,285.0,3
6007,Other,1950.0,3.0,130.0,3
6009,Other,1350.0,2.0,140.0,3
6010,Other,4051.0,4.0,345.0,4
6011,Other,2100.0,3.0,170.0,3
6012,Other,1991.0,3.0,160.0,3
6014,Other,1200.0,3.0,66.0,3
6016,Other,3000.0,4.0,342.0,4
6017,Other,2400.0,6.0,245.0,6
6020,Other,1375.0,2.0,105.0,2
6021,Other,1693.0,3.0,108.0,3
6028,Other,1150.0,2.0,77.5,3
6032,Other,1058.0,2.0,60.0,2
6033,Other,900.0,1.0,30.0,1
6034,Other,1672.0,3.0,150.0,3
6037,Other,1250.0,3.0,139.0,3
6038,Other,1468.0,3.0,130.0,2
6042,Other,1480.0,2.0,145.0,3
6045,Other,2280.0,3.0,285.0,3
6046,Other,2000.0,3.0,200.0,3
6049,Other,1080.0,2.0,75.0,3
6050,Other,2400.0,2.0,150.0,3
6052,Other,1125.0,2.0,75.0,2
6053,Other,1596.0,3.0,95.0,3
6054,Other,1639.0,3.0,123.0,3
6056,Other,1740.0,3.0,199.0,3
6057,Other,1372.0,2.0,90.0,3
6059,Other,6200.0,5.0,720.0,5
6062,Other,925.0,2.0,63.0,2
6063,Other,1200.0,3.0,95.0,4
6064,Other,1200.0,2.0,79.0,2
6065,Other,2500.0,3.0,270.0,3
6066,Other,1584.0,3.0,145.0,4
6067,Other,1570.0,3.0,115.0,3
6068,Other,3000.0,3.0,400.0,3
6072,Other,1750.0,3.0,180.0,3
6073,Other,1500.0,1.0,160.0,2
6074,Other,2100.0,6.0,275.0,6
6076,Other,705.0,1.0,36.5,1
6077,Other,1340.0,3.0,77.0,3
6081,Other,1260.0,1.0,41.0,1
6082,Other,1200.0,2.0,125.0,2
6083,Other,1270.0,2.0,175.0,4
6084,Other,1200.0,3.0,130.0,3
6085,Other,3595.0,6.0,360.0,4
6087,Other,3100.0,5.0,385.0,4
6089,Other,1200.0,4.0,150.0,4
6090,Other,3259.0,3.0,270.0,3
6093,Other,596.0,1.0,42.0,1
6094,Other,10000.0,16.0,550.0,16
6095,Other,1200.0,4.0,110.0,4
6096,Other,1910.0,3.0,190.0,3
6099,Other,1750.0,3.0,149.0,3
6101,Other,985.0,2.0,63.0,2
6102,Other,1300.0,2.0,129.0,2
6103,Other,1490.0,2.0,88.0,3
6107,Other,650.0,1.0,30.0,1
6108,Other,1500.0,2.0,89.99,3
6109,Other,1350.0,4.0,145.0,4
6110,Other,910.0,1.0,42.0,1
6113,Other,532.0,1.0,22.49,1
6114,Other,1060.0,3.0,62.0,3
6116,Other,1550.0,2.0,160.0,2
6120,Other,1000.0,2.0,80.0,2
6122,Other,1500.0,2.0,97.0,3
6123,Other,1865.0,4.0,140.0,3
6125,Other,3500.0,4.0,245.0,4
6129,Other,1320.0,2.0,73.0,3
6130,Other,2150.0,6.0,205.0,6
6133,Other,675.0,3.0,52.0,2
6134,Other,1801.0,3.0,139.0,3
6136,Other,2990.0,4.0,324.0,4
6137,Other,2400.0,2.0,160.0,2
6139,Other,1150.0,2.0,75.0,2
6140,Other,1200.0,3.0,165.0,3
6147,Other,1390.0,2.0,80.0,3
6148,Other,1550.0,2.0,90.0,3
6151,Other,1500.0,4.0,110.0,4
6153,Other,1839.0,3.0,165.0,3
6155,Other,900.0,2.0,70.0,2
6157,Other,1500.0,3.0,149.0,3
6160,Other,750.0,2.0,50.0,1
6161,Other,600.0,3.0,75.0,2
6162,Other,1605.0,2.0,85.0,3
6165,Other,1500.0,1.0,19.5,1
6167,Other,1200.0,2.0,70.0,2
6168,Other,1200.0,2.0,160.0,2
6169,Other,1904.0,3.0,155.0,3
6170,Other,2770.0,4.0,315.0,3
6171,Other,813.0,1.0,39.0,1
6174,Other,1630.0,2.0,97.78,3
6176,Other,2425.0,4.0,173.0,4
6180,Other,1280.0,2.0,75.0,2
6181,Other,735.0,1.0,75.0,1
6182,Other,500.0,1.0,24.0,1
6184,Other,1200.0,4.0,145.0,3
6185,Other,1200.0,2.0,100.0,2
6186,Other,1200.0,3.0,160.0,3
6187,Other,1265.0,2.0,82.0,3
6190,Other,1850.0,3.0,98.0,3
6191,Other,2360.0,4.0,150.0,4
6192,Other,1030.0,2.0,77.25,2
6194,Other,2000.0,3.0,160.0,3
6195,Other,1575.0,3.0,93.0,3
6196,Other,1300.0,2.0,70.0,3
6198,Other,1380.0,2.0,75.0,2
6203,Other,3100.0,3.0,250.0,3
6204,Other,1190.0,2.0,100.0,2
6205,Other,1827.0,3.0,100.0,3
6206,Other,1500.0,3.0,95.0,3
6212,Other,1645.0,3.0,95.0,3
6213,Other,1200.0,4.0,140.0,4
6216,Other,1097.0,2.0,65.0,2
6217,Other,1600.0,3.0,165.0,4
6219,Other,900.0,2.0,110.0,2
6220,Other,1200.0,2.0,125.0,2
6221,Other,1355.0,2.0,75.0,2
6223,Other,7500.0,4.0,900.0,4
6226,Other,4104.0,4.0,360.0,4
6229,Other,2080.0,2.0,150.0,2
6230,Other,1505.0,2.0,90.0,2
6231,Other,1200.0,3.0,95.75,3
6232,Other,1810.0,4.0,148.0,3
6234,Other,1530.0,2.0,97.0,3
6239,Other,1500.0,2.0,130.0,3
6243,Other,1400.0,2.0,80.0,2
6244,Other,1533.0,3.0,150.0,3
6246,Other,3730.0,6.0,450.0,4
6247,Other,745.0,2.0,50.0,2
6249,Other,1355.0,2.0,95.0,2
6250,Other,833.0,1.0,49.0,1
6252,Other,3000.0,5.0,270.0,4
6253,Other,1220.0,2.0,68.0,2
6254,Other,3811.0,3.0,475.0,4
6255,Other,1545.0,3.0,85.0,3
6257,Other,1350.0,2.0,110.0,2
6259,Other,1200.0,2.0,68.0,3
6261,Other,2000.0,4.0,180.0,5
6265,Other,1280.0,4.0,115.0,4
6266,Other,1200.0,3.0,85.0,3
6268,Other,1655.0,3.0,155.0,3
6269,Other,1150.0,2.0,74.0,2
6271,Other,1200.0,2.0,108.0,3
6272,Other,1200.0,2.0,75.0,2
6277,Other,1500.0,2.0,203.0,2
6280,Other,4500.0,9.0,500.0,9
6283,Other,1550.0,3.0,160.0,3
6286,Other,1758.0,3.0,95.0,3
6287,Other,3179.0,5.0,351.0,4
6289,Other,1200.0,3.0,85.0,2
6291,Other,1800.0,3.0,140.0,3
6294,Other,3900.0,4.0,333.0,4
6295,Other,2400.0,4.0,200.0,3
6296,Other,1645.0,3.0,87.5,3
6298,Other,2600.0,3.0,140.0,3
6299,Other,950.0,2.0,60.0,2
6305,Other,1900.0,3.0,205.0,3
6307,Other,1402.0,2.0,85.0,3
6309,Other,2100.0,3.0,240.0,3
6313,Other,1200.0,3.0,140.0,3
6314,Other,814.0,2.0,55.0,2
6317,Other,1590.0,3.0,120.0,3
6318,Other,3754.0,6.0,430.0,4
6321,Other,1450.0,2.0,89.6,3
6323,Other,1340.0,2.0,77.0,2
6326,Other,1665.0,3.0,105.0,3
6328,Other,2300.0,4.0,200.0,4
6329,Other,1210.0,2.0,76.0,2
6334,Other,1065.0,2.0,58.0,2
6337,Other,1636.0,3.0,97.0,3
6338,Other,3600.0,4.0,450.0,4
6341,Other,1200.0,3.0,72.0,3
6345,Other,1000.0,1.0,75.0,2
6348,Other,1170.0,2.0,86.0,2
6349,Other,4830.0,5.0,390.0,4
6350,Other,850.0,2.0,75.0,2
6354,Other,2065.0,3.0,130.0,3
6355,Other,1150.0,2.0,125.0,2
6358,Other,2550.0,4.0,290.0,3
6359,Other,3080.0,2.0,285.0,4
6361,Other,3400.0,6.0,420.0,4
6362,Other,450.0,1.0,25.0,1
6363,Other,1100.0,2.0,85.0,2
6368,Other,1036.0,2.0,110.0,2
6371,Other,1376.0,4.0,156.0,4
6376,Other,1080.0,2.0,62.0,2
6380,Other,1475.0,2.0,200.0,3
6381,Other,1200.0,3.0,96.25,3
6383,Other,2631.0,3.0,200.0,4
6384,Other,830.0,2.0,60.0,2
6385,Other,1500.0,2.0,88.0,2
6388,Other,856.0,2.0,48.0,2
6389,Other,1143.0,2.0,62.0,2
6391,Other,1117.0,2.0,110.0,2
6392,Other,600.0,1.0,43.0,1
6396,Other,1200.0,3.0,70.0,3
6397,Other,2675.0,4.0,290.0,4
6401,Other,1477.0,2.0,80.0,3
6402,Other,3500.0,5.0,450.0,4
